asdf_id,viirs_ntl_annual_v21_avg_masked.2012.mean,viirs_ntl_annual_v21_avg_masked.2013.mean,viirs_ntl_annual_v21_avg_masked.2014.mean,viirs_ntl_annual_v21_avg_masked.2015.mean,viirs_ntl_annual_v21_avg_masked.2016.mean,viirs_ntl_annual_v21_avg_masked.2017.mean,viirs_ntl_annual_v21_avg_masked.2018.mean,viirs_ntl_annual_v21_avg_masked.2019.mean,viirs_ntl_annual_v21_avg_masked.2020.mean,viirs_ntl_annual_v21_avg_masked.2021.mean,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
247,0.207987319501,0.228032187287,0.247565264405,0.256577276787,0.328793757057,0.388916910616,0.417681486385,0.425190919717,0.487342584102,0.615392587051,ADM2,247,THA,THA-ADM2-46861878B1619378,Khao Suan Kwang,ADM2
248,0.258317261424,0.286696006877,0.246852285092,0.321566834355,0.259522766732,0.416606977685,0.45679885875,0.423762235946,0.542030967443,0.573961068472,ADM2,248,THA,THA-ADM2-46861878B71706575,Khao Wong,ADM2
249,1.23449158182,1.28379702736,1.34652898038,1.54953474756,1.73539206877,1.94501774327,1.97336036435,2.05332787914,2.23336035252,2.38427704211,ADM2,249,THA,THA-ADM2-46861878B47735890,Khao Yoi,ADM2
250,0.135298087697,0.158479402031,0.151375322432,0.174998411002,0.181963351914,0.282773121851,0.278498717868,0.245791136651,0.326073359757,0.494419545586,ADM2,250,THA,THA-ADM2-46861878B23673691,Khemarat,ADM2
251,0.0776588010159,0.0894723109392,0.0703322783857,0.0790269942866,0.116462366737,0.203653549104,0.199634478925,0.195123611636,0.235453850075,0.242454065046,ADM2,251,THA,THA-ADM2-46861878B75085436,Khian Sa,ADM2
252,0.206054204438,0.210550313882,0.272028437596,0.201789141451,0.136418778399,0.185859864466,0.195726786763,0.246955713333,0.256408736565,0.315145304821,ADM2,252,THA,THA-ADM2-46861878B23038074,Khiri Mat,ADM2
253,0.0634163889935,0.0726926012243,0.0745746029009,0.0785042016708,0.0974556749363,0.150027782003,0.18635432952,0.177865088617,0.21098864197,0.207505787953,ADM2,253,THA,THA-ADM2-46861878B94760613,Khiri Rat Nikhom,ADM2
254,0.0654100108672,0.0785328707114,0.0693056027347,0.0883084575943,0.134897091895,0.194260227979,0.185947532903,0.24434530085,0.268691366531,0.362349646126,ADM2,254,THA,THA-ADM2-46861878B7942298,Khlong Hat,ADM2
255,0.437746737825,0.42310781969,0.457459365688,0.615170327745,0.698151494636,0.865454047741,0.975498198352,0.815888007783,0.859538089233,0.926086687852,ADM2,255,THA,THA-ADM2-46861878B23357566,Khlong Hoi Khong,ADM2
256,0.312260356355,0.361377214061,0.35314789895,0.444176370721,0.461173353596,0.640674400717,0.70086830404,0.701703837018,0.752793582796,0.958700433463,ADM2,256,THA,THA-ADM2-46861878B70871829,Khlong Khlung,ADM2
257,0.298459366471,0.277855619736,0.377007075341,0.381133835926,0.446708495557,0.624866657082,0.601394405985,0.719477799322,0.969941377868,1.02930173635,ADM2,257,THA,THA-ADM2-46861878B2939497,Khlong Khuean,ADM2
258,0.0536701379593,0.0622527763722,0.0593943154579,0.0973884468787,0.111651121835,0.140001012678,0.137026877633,0.132611077837,0.134401658217,0.165301171639,ADM2,258,THA,THA-ADM2-46861878B90522622,Khlong Lan,ADM2
259,8.25255246974,8.65985820332,9.23120240517,9.53732814589,9.52155068588,10.5277269576,10.7359970653,11.0326423214,10.9477368898,11.7436467463,ADM2,259,THA,THA-ADM2-46861878B53317347,Khlong Luang,ADM2
260,9.00940612122,9.50225435357,10.4296681806,10.971343941,11.4425135637,11.6124333507,11.8896648844,12.1875166494,13.2622276452,13.8610429823,ADM2,260,THA,THA-ADM2-46861878B42585726,Khlong Sam Wa,ADM2
261,38.1447300866,37.980627934,38.0196064149,40.1401825875,43.1914815722,41.3763255101,60.0144298978,49.0684302202,42.3346259861,42.9590537211,ADM2,261,THA,THA-ADM2-46861878B33088782,Khlong San,ADM2
262,0.160674735309,0.183702906585,0.164739111068,0.218301632658,0.264480974979,0.392566270254,0.438415993432,0.455752804109,0.504966731309,0.561865058783,ADM2,262,THA,THA-ADM2-46861878B13506205,Khlong Thom,ADM2
263,54.8681184499,53.764783312,56.3173473884,60.0903652018,59.9480851575,60.8164696761,61.0328042845,60.9802019156,59.0653884148,62.9443314637,ADM2,263,THA,THA-ADM2-46861878B65416060,Khlong Toei,ADM2
264,0.733570553761,0.696785921054,0.763636525004,0.812498010641,0.734214472975,0.922255049411,1.28100700567,1.47044593853,1.97538735001,2.1903281858,ADM2,264,THA,THA-ADM2-46861878B6119231,Khlong Yai,ADM2
265,0.166546297105,0.190265363859,0.193096108213,0.230162218882,0.263782418862,0.314693639114,0.333914342277,0.322409576117,0.343730196036,0.339384987239,ADM2,265,THA,THA-ADM2-46861878B24814333,Khlung,ADM2
266,0.150363965565,0.179147134182,0.159543949698,0.203949920789,0.209474364015,0.273168490254,0.274272149884,0.284287765023,0.366012818698,0.434287388075,ADM2,266,THA,THA-ADM2-46861878B61551919,Kho Wang,ADM2
267,0.0445964079319,0.0514144980864,0.0462326237539,0.0644865664424,0.0779785616449,0.178096051334,0.166468516456,0.136345899292,0.149419763497,0.180422420218,ADM2,267,THA,THA-ADM2-46861878B48022958,Khok Charoen,ADM2
